customer_id,subscriber_id,tariff_model,ARPA_2024,ARPA_2023,Revenue_2023,Revenue_2024,Active_discount,Data_usage (MB),Voice_usage,Roaming_usage,SMS_usage,Roaming option flag,Roaming option potential,Contract,Duration Type,Fees to charge,Contract start date,Tariff_model_price,Price_overshoot
19,82,xl,79.4,84.5,1014.0,952.8000000000001,4.39,4296,4943,75,271,Y,0,Y,12,13,1.2.2024,65,0.22153846153846168
19,21,m,20.45,21.0,252.0,245.39999999999998,24.32,9272,594,460,747,N,4,N,6,16,1.2.2024,25,-0.18200000000000005
19,47,l,50.72,47.29,567.48,608.64,19.98,7959,3357,265,100,N,48,N,6,6,1.2.2024,40,0.268
19,52,s,19.74,12.05,144.60000000000002,236.88,9.9,5656,3594,428,85,Y,29,N,6,24,1.2.2024,15,0.31599999999999984
19,54,m,30.88,24.19,290.28000000000003,370.56,11.36,1557,4631,374,461,Y,56,N,24,10,1.2.2024,25,0.23519999999999985
19,24,m,23.52,31.16,373.92,282.24,1.26,6412,4310,272,498,Y,98,N,12,1,1.2.2024,25,-0.05920000000000003
19,28,xl,61.29,88.24,1058.8799999999999,735.48,4.43,4334,3842,39,519,N,49,Y,6,17,1.2.2024,65,-0.057076923076923136
19,3,s,15.95,14.54,174.48,191.39999999999998,17.81,6932,1634,284,748,Y,92,N,12,19,1.2.2024,15,0.06333333333333324
19,29,xl,68.51,54.06,648.72,822.1200000000001,20.4,5245,3699,274,207,N,60,Y,24,2,1.2.2024,65,0.05400000000000005
19,38,m,30.99,27.02,324.24,371.88,23.94,4484,3707,140,405,N,56,Y,6,3,1.2.2024,25,0.23960000000000004
19,55,m,35.33,36.07,432.84000000000003,423.96,0.18,862,4748,367,845,Y,51,Y,12,3,1.2.2024,25,0.4132
19,11,l,45.93,34.45,413.40000000000003,551.16,16.89,7815,2993,487,874,N,18,N,6,24,1.2.2024,40,0.14825
171,75,l,58.06,47.28,567.36,696.72,16.32,5094,4374,86,231,Y,43,N,24,14,1.2.2024,40,0.4515
171,41,xl,76.56,91.51,1098.1200000000001,918.72,8.61,5045,1996,391,193,N,52,Y,24,2,1.2.2024,65,0.177846153846154
171,38,m,33.18,24.13,289.56,398.15999999999997,23.79,5812,4063,154,518,N,88,N,6,24,1.2.2024,25,0.32719999999999994
171,48,s,21.2,14.44,173.28,254.39999999999998,7.22,1240,2498,329,414,Y,99,Y,24,23,1.2.2024,15,0.41333333333333333
171,37,s,16.73,15.03,180.35999999999999,200.76,4.61,678,2962,108,890,N,2,N,12,16,1.2.2024,15,0.11533333333333329
171,42,l,52.37,32.68,392.15999999999997,628.4399999999999,14.23,5830,923,177,76,Y,4,N,12,19,1.2.2024,40,0.30925
171,90,xl,93.48,70.83,849.96,1121.76,17.81,3156,2495,292,408,Y,3,Y,12,19,1.2.2024,65,0.4381538461538461
171,63,m,21.61,24.01,288.12,259.32,6.92,7267,3014,327,656,N,80,N,6,16,1.2.2024,25,-0.13560000000000005
171,5,m,31.4,31.22,374.64,376.79999999999995,13.82,2468,1328,4,997,Y,40,Y,12,10,1.2.2024,25,0.256
171,58,xl,70.11,86.58,1038.96,841.3199999999999,9.63,5322,1074,170,715,N,95,N,24,14,1.2.2024,65,0.07861538461538453
171,43,xl,97.41,82.54,990.48,1168.92,1.32,8333,1761,120,690,N,56,Y,24,18,1.2.2024,65,0.49861538461538446
171,39,l,54.03,59.24,710.88,648.36,5.05,5709,2865,140,368,N,83,N,6,24,1.2.2024,40,0.3507500000000001
171,23,xl,57.36,68.21,818.52,688.3199999999999,5.72,4369,1176,298,700,Y,17,Y,24,2,1.2.2024,65,-0.11753846153846159
171,13,m,21.16,28.27,339.24,253.92000000000002,4.47,3237,4427,348,371,N,66,Y,24,6,1.2.2024,25,-0.15359999999999996
171,71,l,39.36,46.62,559.4399999999999,472.32,3.47,2670,2230,102,139,Y,79,N,12,1,1.2.2024,40,-0.016000000000000014
171,10,m,21.93,31.04,372.48,263.15999999999997,0.03,2795,3677,189,104,Y,84,Y,12,20,1.2.2024,25,-0.12280000000000002
171,7,m,27.22,22.88,274.56,326.64,21.11,3204,2333,133,146,Y,3,Y,24,9,1.2.2024,25,0.08879999999999999
171,31,l,54.17,35.03,420.36,650.04,22.42,1407,191,305,633,N,58,N,12,24,1.2.2024,40,0.35424999999999995
171,60,s,14.32,19.45,233.39999999999998,171.84,18.02,9720,1816,66,889,N,72,N,12,22,1.2.2024,15,-0.04533333333333334
171,14,m,21.82,31.09,373.08,261.84000000000003,15.21,6743,3019,255,772,Y,1,N,24,17,1.2.2024,25,-0.12719999999999998
171,61,l,55.59,42.17,506.04,667.08,0.2,5971,1777,462,105,N,23,Y,12,5,1.2.2024,40,0.38975000000000004
171,94,l,48.85,48.67,584.04,586.2,14.32,4748,3509,21,196,N,89,N,12,17,1.2.2024,40,0.22124999999999995
171,11,s,14.09,15.86,190.32,169.07999999999998,21.52,3839,412,447,192,Y,65,N,12,1,1.2.2024,15,-0.06066666666666665
171,36,s,19.07,20.42,245.04000000000002,228.84,4.62,3468,4343,195,444,N,52,Y,24,8,1.2.2024,15,0.2713333333333334
171,103,l,40.44,53.16,637.92,485.28,2.31,6249,1305,12,479,N,47,Y,24,19,1.2.2024,40,0.010999999999999899
171,27,l,34.76,54.43,653.16,417.12,5.78,1094,1586,89,151,Y,56,Y,24,2,1.2.2024,40,-0.131
171,52,l,33.7,56.8,681.5999999999999,404.40000000000003,12.11,7064,4066,177,273,Y,48,Y,12,2,1.2.2024,40,-0.15749999999999997
171,57,l,58.27,38.85,466.20000000000005,699.24,10.28,9462,1501,495,125,Y,51,Y,12,3,1.2.2024,40,0.45675
171,18,s,13.46,19.37,232.44,161.52,11.0,4856,1015,81,194,Y,71,Y,24,2,1.2.2024,15,-0.10266666666666657
171,55,s,18.79,18.4,220.79999999999998,225.48,19.7,2892,3065,4,465,N,75,N,24,10,1.2.2024,15,0.2526666666666666
171,77,xl,95.15,73.66,883.92,1141.8000000000002,21.06,6413,401,367,650,N,59,Y,24,24,1.2.2024,65,0.463846153846154
171,64,m,33.27,28.05,336.6,399.24,21.46,6274,3499,96,751,N,47,Y,12,22,1.2.2024,25,0.3308000000000002
171,30,xl,66.33,93.09,1117.08,795.96,24.75,6729,3851,106,541,Y,86,Y,12,12,1.2.2024,65,0.02046153846153853
108,101,s,12.79,12.82,153.84,153.48,6.48,4520,3646,136,823,N,86,Y,24,10,1.2.2024,15,-0.14733333333333343
108,25,l,47.35,47.21,566.52,568.2,21.97,4142,765,492,872,Y,83,N,12,10,1.2.2024,40,0.18375000000000008
108,52,xl,88.5,85.83,1029.96,1062.0,4.91,2797,2697,161,494,Y,89,N,6,5,1.2.2024,65,0.3615384615384616
108,58,s,13.78,12.41,148.92000000000002,165.35999999999999,12.38,2012,1957,201,137,Y,24,Y,12,18,1.2.2024,15,-0.08133333333333337
108,85,xl,56.6,66.49,797.8799999999999,679.2,16.18,7855,3675,121,508,N,28,Y,24,21,1.2.2024,65,-0.12923076923076926
108,64,l,40.75,36.37,436.43999999999994,489.0,4.7,3470,4644,366,437,N,37,N,6,16,1.2.2024,40,0.018750000000000044
108,77,xl,97.06,93.5,1122.0,1164.72,0.93,8430,1357,110,670,Y,98,N,6,12,1.2.2024,65,0.49323076923076936
108,74,s,12.63,14.2,170.39999999999998,151.56,21.95,2802,3172,273,463,N,34,Y,6,21,1.2.2024,15,-0.15799999999999992
108,5,xl,66.4,65.59,787.08,796.8000000000001,1.89,7706,1843,385,193,N,86,N,12,12,1.2.2024,65,0.02153846153846173
108,8,m,26.94,21.87,262.44,323.28000000000003,0.68,8959,2029,498,858,Y,51,N,6,10,1.2.2024,25,0.07760000000000011
108,76,m,24.31,24.61,295.32,291.71999999999997,7.44,6844,592,229,68,Y,69,N,12,5,1.2.2024,25,-0.02760000000000007
108,13,s,17.32,14.33,171.96,207.84,10.46,895,3477,328,394,N,11,N,24,15,1.2.2024,15,0.15466666666666673
108,21,m,28.97,21.12,253.44,347.64,20.21,4753,3097,67,618,N,79,N,24,15,1.2.2024,25,0.15880000000000005
108,26,m,35.6,33.81,405.72,427.20000000000005,18.63,2104,415,32,855,N,60,N,12,7,1.2.2024,25,0.42400000000000015
108,40,xl,78.6,59.16,709.92,943.1999999999999,8.56,3778,3722,267,508,Y,89,Y,24,8,1.2.2024,65,0.2092307692307691
108,53,l,55.25,33.62,403.43999999999994,663.0,23.35,5064,3112,63,822,N,29,N,12,15,1.2.2024,40,0.3812500000000001
108,70,xl,96.48,63.27,759.24,1157.76,9.56,6566,2371,350,835,N,56,N,12,15,1.2.2024,65,0.48430769230769233
108,19,s,19.97,13.32,159.84,239.64,21.15,4207,2466,456,343,N,97,N,6,14,1.2.2024,15,0.33133333333333326
108,15,l,45.83,58.03,696.36,549.96,9.14,5942,2164,189,244,N,31,Y,6,4,1.2.2024,40,0.14575000000000005
108,88,l,49.58,48.55,582.5999999999999,594.96,13.35,2425,3442,114,800,N,51,Y,12,6,1.2.2024,40,0.23950000000000005
108,50,m,35.05,32.52,390.24,420.59999999999997,15.27,3056,2956,188,86,Y,35,Y,12,12,1.2.2024,25,0.4019999999999999
108,18,l,47.63,43.99,527.88,571.5600000000001,3.65,5596,3239,361,451,N,26,N,12,9,1.2.2024,40,0.19074999999999998
108,91,m,34.0,25.44,305.28000000000003,408.0,20.91,6864,491,282,323,Y,43,N,24,8,1.2.2024,25,0.3600000000000001
108,95,l,55.77,54.54,654.48,669.24,2.76,4207,4911,293,143,N,20,N,6,23,1.2.2024,40,0.39425
108,93,s,13.41,14.15,169.8,160.92000000000002,15.36,903,3222,38,814,Y,37,Y,24,9,1.2.2024,15,-0.10599999999999998
108,90,m,24.01,26.26,315.12,288.12,3.25,1466,3375,145,81,N,84,Y,12,18,1.2.2024,25,-0.03959999999999997
108,66,l,55.92,33.1,397.20000000000005,671.04,23.71,4723,3379,13,213,Y,11,N,6,22,1.2.2024,40,0.39800000000000013
108,98,s,14.47,20.44,245.28000000000003,173.64000000000001,19.83,6574,180,28,443,N,8,N,6,12,1.2.2024,15,-0.03533333333333333
108,17,s,18.96,13.5,162.0,227.52,18.63,6319,1503,478,109,Y,18,Y,12,10,1.2.2024,15,0.264
108,73,xl,89.43,53.27,639.24,1073.16,10.52,4346,1951,248,422,N,36,Y,12,17,1.2.2024,65,0.37584615384615394
108,30,l,33.6,52.19,626.28,403.20000000000005,18.22,2462,3141,164,118,N,13,N,12,8,1.2.2024,40,-0.15999999999999992
108,89,l,42.8,33.91,406.91999999999996,513.5999999999999,10.27,8196,2409,40,489,N,53,Y,12,23,1.2.2024,40,0.06999999999999984
108,60,xl,75.05,80.64,967.6800000000001,900.5999999999999,6.93,7610,444,76,67,N,48,N,6,10,1.2.2024,65,0.1546153846153846
108,1,m,25.38,35.32,423.84000000000003,304.56,1.2,2163,4993,353,923,Y,13,N,12,12,1.2.2024,25,0.01519999999999988
108,31,s,22.01,12.89,154.68,264.12,4.41,4505,1650,164,164,Y,47,Y,12,5,1.2.2024,15,0.4673333333333334
108,2,l,54.37,34.18,410.15999999999997,652.4399999999999,7.66,994,1908,272,828,N,23,N,24,16,1.2.2024,40,0.35924999999999985
108,80,l,32.61,49.06,588.72,391.32,8.26,7945,3227,330,158,N,83,Y,24,19,1.2.2024,40,-0.18474999999999997
108,16,xl,93.66,56.33,675.96,1123.92,22.9,938,3906,122,537,Y,76,Y,6,6,1.2.2024,65,0.440923076923077
108,9,s,20.1,14.96,179.52,241.20000000000002,13.98,5289,3589,90,452,Y,2,Y,24,13,1.2.2024,15,0.3400000000000001
108,41,xl,82.6,89.7,1076.4,991.1999999999999,13.64,5537,3577,107,554,N,49,N,6,20,1.2.2024,65,0.27076923076923065
108,24,l,57.87,33.09,397.08000000000004,694.4399999999999,15.81,7228,4670,144,401,Y,38,Y,6,6,1.2.2024,40,0.44675
108,46,s,14.6,13.3,159.60000000000002,175.2,9.61,9907,3365,125,327,Y,0,Y,6,20,1.2.2024,15,-0.026666666666666727
108,102,s,12.35,15.26,183.12,148.2,21.04,2450,2815,228,635,Y,52,Y,24,16,1.2.2024,15,-0.17666666666666664
108,61,xl,68.1,52.17,626.04,817.1999999999999,23.27,1004,467,265,205,Y,34,Y,12,13,1.2.2024,65,0.0476923076923077
108,42,m,33.96,34.14,409.68,407.52,17.05,4318,3439,413,128,N,26,N,6,3,1.2.2024,25,0.35840000000000005
108,92,s,13.75,13.81,165.72,165.0,2.0,5808,1069,99,971,N,26,N,6,6,1.2.2024,15,-0.08333333333333337
108,34,m,21.65,28.64,343.68,259.79999999999995,21.47,5600,1658,348,93,Y,13,N,12,8,1.2.2024,25,-0.134
108,22,m,35.59,34.11,409.32,427.08000000000004,3.47,5750,127,392,797,N,51,N,24,13,1.2.2024,25,0.4236000000000002
108,56,s,19.39,15.71,188.52,232.68,1.01,6229,4456,372,700,Y,63,Y,6,8,1.2.2024,15,0.29266666666666663
108,100,xl,75.03,68.84,826.08,900.36,23.94,8192,4865,78,410,N,9,Y,6,12,1.2.2024,65,0.15430769230769226
108,99,m,31.88,36.41,436.91999999999996,382.56,15.83,7299,4868,492,304,Y,11,N,12,21,1.2.2024,25,0.2751999999999999
108,39,l,55.65,53.6,643.2,667.8,7.11,1359,4672,231,669,N,99,Y,6,9,1.2.2024,40,0.3912499999999999
108,33,l,38.14,54.09,649.08,457.68,21.83,6020,1918,135,488,Y,58,N,12,12,1.2.2024,40,-0.046499999999999986
108,12,m,33.1,29.82,357.84000000000003,397.20000000000005,7.05,3872,3398,203,905,Y,78,Y,24,18,1.2.2024,25,0.32400000000000007
108,68,xl,78.44,87.09,1045.08,941.28,7.33,2669,3344,265,565,N,34,Y,12,6,1.2.2024,65,0.20676923076923082
108,28,l,38.58,59.37,712.4399999999999,462.96,22.51,6474,955,293,911,N,90,Y,24,6,1.2.2024,40,-0.03550000000000009
108,81,l,41.54,36.26,435.12,498.48,18.4,4772,354,147,883,N,35,N,12,13,1.2.2024,40,0.03849999999999998
108,59,m,27.62,24.64,295.68,331.44,0.87,1823,3785,389,218,Y,15,Y,12,0,1.2.2024,25,0.1048
108,11,xl,67.53,69.73,836.76,810.36,10.21,5623,1448,101,538,N,27,Y,12,3,1.2.2024,65,0.03892307692307684
108,20,l,53.82,45.74,548.88,645.84,6.97,862,1070,294,604,N,27,Y,24,2,1.2.2024,40,0.3454999999999999
108,103,s,21.77,13.9,166.8,261.24,22.29,9032,664,409,765,Y,81,N,12,19,1.2.2024,15,0.45133333333333336
108,96,xl,55.69,73.87,886.44,668.28,14.79,606,854,91,210,N,41,Y,12,13,1.2.2024,65,-0.14323076923076927
108,6,l,58.74,46.53,558.36,704.88,6.88,7693,2309,17,547,N,16,N,24,7,1.2.2024,40,0.46850000000000014
108,47,l,46.64,33.24,398.88,559.6800000000001,15.68,6809,1389,430,702,Y,22,Y,24,13,1.2.2024,40,0.16599999999999993
108,97,m,21.46,36.4,436.79999999999995,257.52,23.38,5696,781,396,818,N,22,N,12,17,1.2.2024,25,-0.14159999999999995
108,27,xl,89.16,79.63,955.56,1069.92,17.6,7055,2255,84,475,Y,70,Y,24,17,1.2.2024,65,0.37169230769230754
108,54,l,52.02,55.81,669.72,624.24,18.98,4690,4191,164,148,N,89,N,6,16,1.2.2024,40,0.3005
108,36,xl,71.56,88.79,1065.48,858.72,8.09,5099,1803,12,902,N,76,Y,24,15,1.2.2024,65,0.1009230769230769
108,79,m,30.13,31.96,383.52,361.56,23.45,1157,1747,157,489,N,37,Y,12,8,1.2.2024,25,0.20520000000000005
108,62,s,16.74,19.0,228.0,200.88,5.16,9103,3337,419,602,Y,94,Y,12,13,1.2.2024,15,0.11599999999999988
108,51,s,19.95,17.16,205.92000000000002,239.39999999999998,18.09,1246,1068,464,295,N,18,Y,24,24,1.2.2024,15,0.32999999999999985
108,4,s,17.22,15.89,190.68,206.64,21.46,3464,3347,446,403,Y,82,Y,12,8,1.2.2024,15,0.1479999999999999
108,72,xl,94.9,81.32,975.8399999999999,1138.8000000000002,0.3,7370,1447,462,177,N,66,N,6,20,1.2.2024,65,0.4600000000000002
108,38,xl,97.42,65.55,786.5999999999999,1169.04,7.7,6174,960,37,278,Y,55,Y,12,20,1.2.2024,65,0.49876923076923085
108,3,m,22.65,22.84,274.08,271.79999999999995,8.62,9189,2399,78,924,Y,91,N,6,4,1.2.2024,25,-0.09400000000000008
108,14,l,32.13,47.51,570.12,385.56000000000006,11.71,7768,400,256,892,N,78,Y,6,0,1.2.2024,40,-0.19674999999999998
108,75,s,21.1,16.39,196.68,253.20000000000002,0.84,5293,1410,274,668,Y,81,N,12,9,1.2.2024,15,0.40666666666666673
108,65,l,36.85,56.51,678.12,442.20000000000005,14.6,2282,2993,343,683,Y,27,N,12,20,1.2.2024,40,-0.07874999999999999
108,86,xl,55.19,58.82,705.84,662.28,20.96,576,3359,43,877,N,12,Y,24,5,1.2.2024,65,-0.15092307692307694
108,94,s,13.78,13.67,164.04,165.35999999999999,22.4,7241,2963,262,118,N,24,N,6,10,1.2.2024,15,-0.08133333333333337
